id,Hazard
1352,0.12
1354,0.04
1356,0.08
1358,0.12
1359,0.24
1361,0.04
1363,0.0
1364,0.16
1366,0.08
1368,0.16
1370,0.08
1371,0.16
1374,0.16
1375,0.28
1376,0.12
1377,0.12
1379,0.08
1380,0.16
1382,0.16
1384,0.08
1387,0.12
1388,0.2
1393,0.24
1395,0.12
1396,0.16
1398,0.28
1399,0.08
1401,0.08
1403,0.04
1404,0.16
1405,0.04
1408,0.08
1409,0.08
1411,0.04
1413,0.04
1414,0.08
1415,0.04
1417,0.08
1419,0.12
1421,0.24
1423,0.16
1427,0.12
1429,0.04
1430,0.12
1433,0.28
1434,0.24
1436,0.16
1438,0.16
1441,0.08
1443,0.2
1447,0.12
1451,0.16
1457,0.16
1459,0.04
1460,0.08
1462,0.08
1464,0.08
1466,0.08
1467,0.12
1469,0.12
1472,0.08
1475,0.16
1476,0.12
1479,0.16
1480,0.16
1483,0.24
1484,0.08
1485,0.08
1488,0.24
1490,0.08
1492,0.12
1493,0.08
1495,0.16
1496,0.24
1499,0.24
1502,0.2
1503,0.08
1505,0.04
1509,0.12
1510,0.04
1511,0.12
1512,0.08
1513,0.16
1515,0.2
1517,0.24
1520,0.12
1522,0.16
1523,0.04
1524,0.12
1526,0.08
1527,0.08
1528,0.16
1529,0.12
1533,0.08
1536,0.08
1537,0.24
1540,0.16
1541,0.08
1543,0.12
1544,0.16
1546,0.08
1548,0.08
1549,0.12
1550,0.08
1552,0.12
1553,0.12
1554,0.2
1555,0.08
1560,0.2
1564,0.24
1567,0.08
1570,0.04
1571,0.04
1573,0.08
1575,0.04
1576,0.16
1579,0.12
1580,0.12
1582,0.04
1583,0.0
1586,0.16
1587,0.08
1590,0.16
1591,0.2
1595,0.2
1597,0.2
1602,0.08
1603,0.12
1604,0.12
1605,0.0
1606,0.12
1607,0.12
1610,0.04
1611,0.16
1614,0.16
1617,0.16
1619,0.2
1623,0.12
1625,0.24
1626,0.04
1627,0.12
1632,0.16
1633,0.2
1634,0.08
1635,0.08
1636,0.16
1638,0.12
1639,0.12
1641,0.16
1644,0.04
1645,0.08
1649,0.08
1650,0.12
1651,0.08
1653,0.32
1654,0.08
1656,0.16
1657,0.28
1658,0.04
1659,0.16
1660,0.12
1661,0.2
1663,0.04
1664,0.12
1666,0.08
1667,0.0
1668,0.12
1669,0.08
1670,0.04
1671,0.12
1672,0.24
1678,0.24
1682,0.04
1683,0.12
1687,0.24
1689,0.28
1690,0.08
1692,0.04
1693,0.12
1696,0.12
1698,0.12
1700,0.16
1702,0.0
1704,0.04
1706,0.2
1707,0.08
1710,0.04
1711,0.04
1712,0.24
1717,0.16
1721,0.12
1722,0.12
1723,0.08
1725,0.08
1729,0.16
1730,0.08
1732,0.12
1733,0.08
1735,0.12
1737,0.12
1739,0.2
1740,0.04
1741,0.08
1742,0.04
1744,0.04
1746,0.04
1752,0.16
1753,0.08
1754,0.12
1757,0.12
1759,0.08
1760,0.08
1761,0.08
1762,0.2
1763,0.04
1765,0.12
1766,0.12
1767,0.12
1769,0.08
1770,0.04
1771,0.08
1772,0.12
1774,0.08
1775,0.08
1778,0.12
1780,0.12
1781,0.12
1782,0.2
1785,0.04
1788,0.2
1790,0.04
1791,0.08
1792,0.2
1793,0.24
1795,0.2
1796,0.24
1798,0.2
1799,0.08
1801,0.12
1803,0.16
1805,0.12
1806,0.04
1811,0.04
1817,0.08
1820,0.04
1824,0.12
1827,0.04
1828,0.04
1829,0.12
1831,0.08
1832,0.12
1833,0.08
1834,0.04
1835,0.2
1839,0.04
1840,0.08
1842,0.12
1844,0.12
1845,0.2
1847,0.2
1848,0.12
1851,0.04
1852,0.16
1853,0.12
1857,0.04
1860,0.12
1861,0.04
1863,0.2
1864,0.16
1865,0.12
1867,0.08
1868,0.12
1870,0.0
1871,0.12
1873,0.16
1875,0.2
1876,0.36
1878,0.16
1881,0.08
1883,0.12
1884,0.08
1885,0.16
1887,0.12
1888,0.04
1889,0.0
1890,0.16
1892,0.08
1895,0.24
1896,0.12
1899,0.2
1901,0.08
1907,0.12
1908,0.08
1912,0.04
1913,0.16
1914,0.08
1920,0.12
1921,0.12
1925,0.16
1926,0.04
1927,0.04
1929,0.08
1930,0.12
1931,0.12
1932,0.04
1933,0.12
1935,0.04
1936,0.08
1937,0.04
1939,0.08
1940,0.08
1943,0.04
1946,0.2
1949,0.08
1951,0.04
1952,0.12
1956,0.08
1957,0.12
1958,0.36
1959,0.08
1960,0.12
1962,0.24
1963,0.04
1964,0.04
1965,0.2
1968,0.28
1969,0.04
1972,0.0
1976,0.12
1979,0.12
1981,0.16
1985,0.08
1988,0.12
1991,0.16
1994,0.04
1995,0.12
1998,0.04
2001,0.04
2002,0.28
2003,0.12
2005,0.08
2006,0.16
2007,0.2
2010,0.16
2012,0.12
2014,0.16
2015,0.16
2017,0.04
2019,0.0
2020,0.12
2021,0.2
2023,0.24
2024,0.04
2026,0.08
2027,0.16
2028,0.36
2029,0.04
2030,0.08
2031,0.28
2032,0.04
2033,0.16
2036,0.2
2037,0.2
2038,0.12
2040,0.08
2042,0.12
2045,0.16
2046,0.2
2048,0.12
2053,0.16
2054,0.12
2061,0.08
2064,0.2
2066,0.08
2067,0.08
2068,0.2
2070,0.04
2075,0.24
2079,0.2
2082,0.08
2084,0.16
2086,0.0
2088,0.2
2089,0.2
2092,0.08
2093,0.08
2096,0.08
2098,0.16
2104,0.08
2106,0.12
2112,0.08
2113,0.04
2114,0.24
2121,0.12
2125,0.2
2130,0.08
2131,0.2
2134,0.16
2141,0.24
2143,0.08
2146,0.0
2147,0.16
2148,0.16
2151,0.16
2155,0.12
2156,0.24
2158,0.12
2159,0.2
2160,0.04
2164,0.28
2165,0.12
2166,0.08
2170,0.32
2171,0.2
2173,0.24
2175,0.2
2176,0.16
2177,0.04
2178,0.08
2179,0.08
2182,0.08
2187,0.32
2188,0.0
2193,0.12
2194,0.28
2197,0.16
2199,0.08
2200,0.12
2202,0.0
2203,0.2
2206,0.04
2207,0.16
2209,0.0
2216,0.16
2218,0.24
2219,0.12
2221,0.16
2222,0.12
2223,0.2
2228,0.12
2232,0.2
2233,0.04
2234,0.0
2235,0.0
2236,0.16
2237,0.0
2238,0.0
2239,0.12
2241,0.04
2243,0.24
2244,0.04
2245,0.2
2250,0.32
2251,0.12
2252,0.32
2254,0.0
2258,0.12
2263,0.04
2265,0.16
2266,0.04
2267,0.12
2268,0.2
2270,0.08
2275,0.12
2276,0.08
2279,0.08
2281,0.04
2284,0.04
2289,0.2
2290,0.2
2292,0.08
2293,0.04
2294,0.04
2301,0.28
2302,0.24
2303,0.12
2305,0.04
2306,0.32
2308,0.16
2309,0.12
2310,0.2
2312,0.16
2313,0.12
2314,0.08
2316,0.12
2317,0.08
2320,0.2
2321,0.16
2322,0.04
2323,0.2
2324,0.24
2328,0.12
2329,0.04
2332,0.04
2333,0.08
2334,0.36
2335,0.12
2336,0.16
2337,0.08
2338,0.04
2343,0.2
2345,0.12
2349,0.12
2350,0.12
2351,0.04
2352,0.16
2354,0.28
2356,0.04
2358,0.12
2360,0.12
2362,0.08
2364,0.16
2366,0.16
2369,0.08
2370,0.16
2371,0.28
2372,0.16
2377,0.08
2378,0.04
2380,0.16
2382,0.12
2385,0.16
2387,0.12
2388,0.04
2389,0.28
2392,0.12
2396,0.16
2398,0.04
2401,0.28
2402,0.28
2404,0.08
2405,0.08
2406,0.2
2408,0.04
2414,0.24
2415,0.08
2416,0.12
2417,0.24
2420,0.24
2421,0.16
2423,0.0
2424,0.16
2426,0.0
2427,0.08
2429,0.16
2430,0.28
2432,0.12
2436,0.12
2437,0.12
2439,0.24
2440,0.04
2443,0.04
2446,0.28
2447,0.08
2448,0.36
2449,0.16
2450,0.08
2455,0.28
2458,0.2
2464,0.28
2466,0.12
2468,0.0
2469,0.16
2472,0.12
2473,0.2
2474,0.28
2475,0.12
2476,0.28
2478,0.04
2479,0.04
2484,0.12
2485,0.08
2487,0.12
2494,0.32
2495,0.44
2498,0.04
2499,0.24
2501,0.0
2503,0.04
2507,0.08
2508,0.12
2509,0.2
2515,0.24
2516,0.16
2517,0.04
2520,0.04
2522,0.12
2524,0.12
2525,0.08
2526,0.0
2527,0.08
2529,0.16
2530,0.04
2531,0.16
2534,0.12
2541,0.28
2545,0.12
2547,0.12
2548,0.12
2549,0.12
2550,0.04
2552,0.0
2553,0.04
2554,0.2
2560,0.16
2561,0.04
2564,0.12
2567,0.16
2573,0.08
2576,0.2
2578,0.04
2579,0.24
2580,0.08
2583,0.28
2584,0.08
2587,0.12
2588,0.2
2590,0.16
2591,0.08
2592,0.12
2593,0.08
2597,0.12
2604,0.08
2607,0.08
2610,0.0
2611,0.12
2615,0.08
2616,0.0
2617,0.08
2618,0.2
2619,0.16
2620,0.12
2621,0.08
2622,0.08
2624,0.12
2625,0.12
2626,0.28
2627,0.12
2628,0.08
2631,0.16
2635,0.12
2636,0.16
2639,0.0
2640,0.08
2641,0.04
2643,0.0
2645,0.12
2646,0.04
2647,0.08
2650,0.12
2656,0.12
2659,0.04
2660,0.08
2662,0.08
2663,0.04
2665,0.16
2668,0.16
2669,0.0
2670,0.04
2671,0.08
2682,0.08
2683,0.2
2687,0.12
2692,0.16
2694,0.08
2697,0.04
2701,0.08
2703,0.04
2704,0.0
2706,0.12
2707,0.12
2708,0.16
2710,0.16
2713,0.16
2715,0.12
2716,0.12
2717,0.08
2721,0.08
2722,0.04
2724,0.32
2729,0.12
2730,0.16
2731,0.2
2734,0.08
2735,0.12
2736,0.16
2739,0.2
2741,0.24
2742,0.16
2744,0.04
2747,0.2
2748,0.12
2750,0.12
2752,0.08
2754,0.08
2756,0.12
2757,0.08
2758,0.12
2763,0.24
2764,0.12
2765,0.16
2767,0.2
2768,0.08
2772,0.16
2773,0.0
2774,0.16
2776,0.08
2777,0.16
2778,0.24
2782,0.08
2783,0.08
2785,0.16
2787,0.16
2791,0.0
2793,0.04
2795,0.08
2797,0.08
2799,0.04
2800,0.16
2801,0.12
2802,0.24
2805,0.04
2806,0.16
2808,0.16
2809,0.0
2812,0.16
2815,0.2
2821,0.16
2822,0.16
2825,0.24
2827,0.12
2828,0.08
2829,0.12
2832,0.12
2834,0.04
2836,0.08
2838,0.24
2839,0.16
2842,0.0
2844,0.16
2847,0.12
2851,0.12
2854,0.12
2857,0.0
2858,0.24
2859,0.04
2860,0.12
2861,0.12
2862,0.12
2864,0.16
2865,0.12
2866,0.08
2868,0.08
2869,0.0
2871,0.16
2872,0.0
2874,0.16
2875,0.12
2876,0.12
2877,0.08
2879,0.04
2880,0.16
2884,0.16
2886,0.12
2887,0.16
2888,0.0
2890,0.16
2891,0.12
2894,0.12
2895,0.12
2900,0.04
2902,0.04
2904,0.08
2906,0.12
2907,0.16
2908,0.12
2912,0.12
2914,0.16
2921,0.08
2923,0.16
2925,0.0
2927,0.24
2931,0.08
2932,0.08
2935,0.2
2937,0.2
2938,0.36
2946,0.08
2947,0.08
2948,0.12
2949,0.0
2953,0.16
2958,0.08
2959,0.08
2963,0.16
2964,0.16
2968,0.08
2972,0.08
2973,0.08
2975,0.08
2976,0.24
2979,0.16
2980,0.04
2981,0.08
2982,0.12
2983,0.08
2987,0.12
2989,0.04
2991,0.12
2992,0.12
2999,0.2
3002,0.0
3003,0.2
3008,0.08
3009,0.08
3013,0.04
3014,0.16
3015,0.04
3017,0.04
3019,0.08
3023,0.08
3026,0.12
3027,0.12
3029,0.08
3031,0.12
3032,0.16
3033,0.04
3038,0.2
3039,0.04
3043,0.16
3046,0.08
3047,0.08
3049,0.0
3050,0.12
3052,0.12
3057,0.12
3058,0.16
3059,0.04
3060,0.0
3063,0.12
3065,0.04
3066,0.32
3069,0.16
3071,0.16
3073,0.08
3074,0.16
3079,0.08
3080,0.16
3081,0.12
3082,0.08
3084,0.16
3086,0.04
3088,0.12
3089,0.04
3090,0.12
3091,0.04
3093,0.12
3094,0.12
3095,0.08
3096,0.16
3097,0.08
3099,0.2
3100,0.08
3102,0.04
3104,0.12
3107,0.28
3108,0.08
3110,0.28
3112,0.0
3113,0.2
3114,0.24
3115,0.16
3116,0.08
3118,0.2
3119,0.16
3120,0.16
3121,0.08
3123,0.12
3124,0.04
3128,0.08
3129,0.0
3132,0.16
3133,0.12
3135,0.0
3136,0.16
3139,0.2
3141,0.08
3143,0.12
3146,0.2
3147,0.12
3148,0.12
3150,0.16
3152,0.12
3154,0.16
3155,0.04
3156,0.08
3159,0.08
3160,0.08
3162,0.2
3164,0.16
3165,0.16
3167,0.04
3168,0.08
3169,0.08
3171,0.04
3173,0.2
3174,0.16
3175,0.04
3176,0.08
3179,0.0
3180,0.12
3181,0.2
3183,0.12
3184,0.04
3186,0.04
3189,0.2
3190,0.08
3192,0.04
3195,0.08
3196,0.04
3201,0.2
3204,0.08
3206,0.12
3207,0.08
3208,0.08
3209,0.08
3213,0.04
3214,0.12
3217,0.16
3218,0.04
3219,0.12
3221,0.12
3222,0.2
3225,0.04
3226,0.16
3227,0.2
3228,0.16
3229,0.08
3230,0.16
3231,0.08
3235,0.08
3239,0.16
3241,0.08
3244,0.04
3248,0.2
3249,0.12
3250,0.2
3253,0.12
3254,0.2
3257,0.08
3259,0.12
3260,0.12
3261,0.04
3262,0.12
3268,0.08
3270,0.08
3271,0.08
3272,0.16
3275,0.12
3277,0.08
3278,0.0
3279,0.12
3283,0.16
3285,0.16
3286,0.16
3288,0.2
3298,0.08
3299,0.0
3301,0.08
3303,0.2
3304,0.08
3305,0.16
3306,0.16
3308,0.04
3311,0.16
3313,0.08
3315,0.04
3316,0.08
3318,0.16
3321,0.2
3326,0.12
3328,0.04
3333,0.12
3336,0.16
3338,0.12
3340,0.08
3341,0.2
3342,0.2
3344,0.16
3347,0.08
3348,0.16
3349,0.08
3350,0.08
3351,0.08
3353,0.2
3354,0.12
3355,0.08
3356,0.16
3357,0.04
3358,0.2
3359,0.16
3361,0.08
3362,0.12
3363,0.08
3364,0.24
3365,0.08
3367,0.16
3369,0.08
3370,0.08
3371,0.08
3372,0.04
3373,0.04
3375,0.24
3376,0.04
3377,0.08
3378,0.12
3380,0.08
3381,0.32
3387,0.12
3391,0.12
3392,0.12
3393,0.16
3394,0.04
3396,0.12
3403,0.04
3405,0.16
3410,0.08
3411,0.12
3416,0.2
3417,0.2
3422,0.0
3424,0.2
3425,0.24
3426,0.16
3429,0.12
3430,0.12
3431,0.04
3432,0.0
3434,0.2
3436,0.2
3437,0.2
3438,0.08
3442,0.16
3454,0.08
3457,0.04
3459,0.16
3461,0.04
3464,0.12
3465,0.12
3467,0.04
3471,0.32
3476,0.12
3478,0.24
3482,0.04
3485,0.16
3494,0.16
3495,0.24
3496,0.08
3501,0.16
3502,0.16
3506,0.24
3507,0.16
3508,0.04
3510,0.12
3515,0.16
3516,0.08
3518,0.08
3519,0.12
3520,0.2
3523,0.2
3524,0.04
3525,0.2
3529,0.28
3530,0.24
3535,0.36
3541,0.08
3542,0.16
3544,0.08
3546,0.08
3547,0.12
3552,0.12
3558,0.08
3560,0.16
3568,0.12
3569,0.16
3573,0.12
3574,0.28
3575,0.2
3577,0.16
3579,0.12
3580,0.16
3583,0.04
3584,0.12
3586,0.12
3588,0.04
3590,0.08
3594,0.16
3595,0.0
3596,0.12
3598,0.08
3599,0.08
3600,0.28
3602,0.12
3603,0.16
3604,0.04
3605,0.12
3607,0.16
3608,0.08
3610,0.0
3612,0.04
3613,0.08
3614,0.08
3615,0.16
3620,0.36
3622,0.08
3624,0.08
3627,0.16
3628,0.16
3631,0.28
3634,0.04
3635,0.12
3636,0.04
3637,0.08
3640,0.08
3642,0.08
3644,0.24
3646,0.16
3655,0.12
3657,0.24
3659,0.28
3660,0.24
3661,0.12
3664,0.16
3665,0.2
3667,0.2
3669,0.16
3673,0.0
3674,0.16
3675,0.12
3681,0.2
3682,0.12
3686,0.08
3687,0.04
3688,0.16
3689,0.16
3690,0.04
3691,0.16
3694,0.12
3695,0.12
3696,0.08
3698,0.08
3699,0.12
3701,0.04
3703,0.08
3704,0.04
3708,0.16
3709,0.28
3711,0.04
3716,0.28
3718,0.12
3719,0.08
3720,0.12
3721,0.16
3722,0.16
3726,0.12
3727,0.04
3728,0.08
3733,0.16
3734,0.04
3735,0.12
3738,0.08
3740,0.04
3741,0.2
3744,0.32
3745,0.12
3747,0.12
3748,0.16
3749,0.04
3751,0.16
3752,0.08
3754,0.0
3755,0.12
3756,0.16
3757,0.12
3759,0.04
3760,0.24
3761,0.04
3762,0.04
3763,0.08
3764,0.08
3765,0.2
3769,0.04
3771,0.08
3773,0.04
3774,0.08
3775,0.16
3776,0.08
3779,0.32
3780,0.12
3781,0.08
3783,0.16
3787,0.2
3788,0.08
3789,0.08
3790,0.04
3791,0.12
3793,0.12
3794,0.16
3803,0.08
3808,0.08
3811,0.12
3812,0.12
3813,0.04
3814,0.24
3816,0.24
3819,0.12
3820,0.2
3821,0.12
3823,0.16
3825,0.08
3826,0.16
3830,0.08
3836,0.12
3838,0.24
3841,0.16
3842,0.08
3845,0.08
3847,0.12
3852,0.2
3853,0.24
3855,0.2
3856,0.32
3858,0.08
3859,0.04
3860,0.16
3861,0.24
3871,0.2
3874,0.08
3877,0.2
3878,0.0
3880,0.04
3881,0.16
3883,0.08
3886,0.12
3887,0.0
3894,0.2
3897,0.08
3898,0.16
3900,0.12
3903,0.04
3907,0.12
3909,0.12
3911,0.2
3919,0.2
3920,0.2
3921,0.04
3923,0.04
3926,0.08
3928,0.16
3929,0.16
3930,0.08
3931,0.08
3934,0.04
3937,0.04
3938,0.08
3939,0.08
3941,0.16
3943,0.24
3944,0.08
3945,0.08
3947,0.08
3948,0.12
3949,0.08
3951,0.08
3953,0.24
3954,0.12
3957,0.16
3958,0.24
3960,0.2
3961,0.16
3965,0.08
3966,0.08
3967,0.08
3968,0.16
3969,0.08
3970,0.12
3971,0.0
3972,0.08
3974,0.04
3975,0.08
3976,0.08
3977,0.12
3979,0.12
3982,0.24
3984,0.2
3986,0.2
3989,0.24
3992,0.04
3995,0.12
3997,0.16
4000,0.08
4006,0.2
4007,0.04
4008,0.08
4009,0.04
4010,0.12
4011,0.04
4014,0.04
4016,0.0
4017,0.12
4019,0.16
4020,0.12
4021,0.12
4023,0.08
4025,0.12
4028,0.24
4032,0.2
4033,0.04
4035,0.12
4036,0.04
4037,0.12
4039,0.12
4040,0.4
4042,0.16
4044,0.16
4045,0.04
4050,0.24
4053,0.16
4056,0.08
4057,0.04
4060,0.04
4064,0.04
4066,0.04
4068,0.12
4073,0.08
4076,0.08
4077,0.08
4079,0.08
4081,0.08
4082,0.08
4088,0.08
4091,0.12
4094,0.0
4095,0.04
4096,0.16
4097,0.2
4098,0.28
4102,0.12
4103,0.04
4110,0.08
4111,0.12
4112,0.16
4113,0.08
4116,0.16
4118,0.32
4120,0.12
4121,0.24
4124,0.32
4125,0.04
4126,0.24
4128,0.08
4129,0.12
4130,0.08
4132,0.16
4137,0.16
4138,0.28
4139,0.16
4140,0.04
4142,0.16
4145,0.2
4148,0.04
4150,0.16
4151,0.12
4157,0.08
