id,version,processing_date,url,name,registration_number,domain,website,website_status,number_of_about_pages,number_of_contact_pages,number_of_management_pages,number_of_product_pages,year_founded,incorporation_date,number_of_registered_officers,number_of_key_persons,number_of_partners,number_of_clients,number_of_emails,number_of_ip_addresses,total_changes,address_changes,alias_changes,assoc_investor_changes,ch_changes,client_changes,description_changes,email_changes,fax_changes,founded_year_changes,investor_changes,ip_address_changes,linked_domain_changes,name_changes,page_content_changes,page_structure_changes,partner_changes,person_changes,phone_changes,primary_contact_changes,registration_number_changes,robots_changes,ticker_changes,vat_changes,web_status_changes
13790070,2,2013-10-19,http://endb-consolidated.aihit.com/00D26B7600000002/overview.htm,"direct mail mailing lists","",directmail-mailinglists.com,"www.directmail-mailinglists.com","OK",0,0,0,0,-1,,-1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0
7209484,10,2013-10-19,http://endb-consolidated.aihit.com/006E020C0000000A/overview.htm,"Japan","",japandoor.com,"www.japandoor.com","OK",1,1,0,0,2006,,-1,0,0,0,5,1,62,0,2,0,0,0,0,0,0,0,0,0,0,0,56,0,0,2,0,0,0,2,0,0,0
2682147,19,2013-10-19,http://endb-consolidated.aihit.com/0028ED2300000013/overview.htm,"VHENRY & CO LIMITED","07818821",,"","",0,0,0,0,-1,2011-10-21,1,1,0,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
7664653,10,2013-10-19,http://endb-consolidated.aihit.com/0074F40D0000000A/overview.htm,"M.C. van der Berg","",mcvanderberg.co.za,"www.mcvanderberg.co.za","OK",1,1,1,0,-1,,-1,30,0,0,33,1,54,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,16,10,0,0,2,0,0,0
5638209,10,2013-10-19,http://endb-consolidated.aihit.com/005608410000000A/overview.htm,"Blue Sand Enterprises","",bluesandllc.com,"www.bluesandllc.com","OK",0,2,0,0,-1,,-1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7382948,10,2013-10-19,http://endb-consolidated.aihit.com/0070A7A40000000A/overview.htm,"Larsen Dutch Oven Equipment","",larsendutchoven.com,"www.larsendutchoven.com","OK",0,0,0,0,-1,,-1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
12745367,5,2013-10-19,http://endb-consolidated.aihit.com/00C27A9700000005/overview.htm,"Praktiker","",praktiker.com.al,"www.praktiker.com.al","OK",6,2,1,0,-1,,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6552731,10,2013-10-19,http://endb-consolidated.aihit.com/0063FC9B0000000A/overview.htm,"Fernances Creek","",fernancescreek.com.au,"www.fernancescreek.com.au","OK",1,2,0,0,-1,,-1,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0
6502957,10,2013-10-19,http://endb-consolidated.aihit.com/00633A2D0000000A/overview.htm,"Excavation Safety Co","",excavationsystems.com,"www.excavationsystems.com","OK",0,0,0,0,-1,,-1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
13944491,2,2013-10-19,http://endb-consolidated.aihit.com/00D4C6AB00000002/overview.htm,"Mahartlog","",mahartlog.com,"www.mahartlog.com","OK",1,1,0,0,2013,,-1,13,0,0,15,1,16,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,3,0,0,3
12621305,5,2013-10-19,http://endb-consolidated.aihit.com/00C095F900000005/overview.htm,"SHENZHEN JICHENG YONGTONG ELECTRONICS","",jichengyongtong.com,"www.jichengyongtong.com","OK",1,1,0,14,-1,,-1,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,1,0,0,0,0,0,0
3694852,17,2013-10-19,http://endb-consolidated.aihit.com/0038610400000011/overview.htm,"Aspireart","",aspireart.co.uk,"www.aspireart.co.uk","ParkedDomain",0,0,0,0,-1,,-1,0,0,0,0,3,8,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
13519032,3,2013-10-19,http://endb-consolidated.aihit.com/00CE48B800000003/overview.htm,"WARDELL CATERING LIMITED","08564226",,"","",0,0,0,0,-1,2013-06-11,1,1,0,0,0,0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13889730,2,2013-10-19,http://endb-consolidated.aihit.com/00D3F0C200000002/overview.htm,"InfoTel Communication","",infotelcommunication.com,"www.infotelcommunication.com","OK",1,1,0,0,-1,,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336897,19,2013-10-19,http://endb-consolidated.aihit.com/0023A88100000013/overview.htm,"FIREBRAND VENTURES LTD","07435784",,"","",0,0,0,0,-1,2010-11-10,1,1,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9079329,10,2013-10-19,http://endb-consolidated.aihit.com/008A8A210000000A/overview.htm,"Towerking","",towerking.com,"towerking.com","OK",1,0,0,0,1988,,-1,0,0,0,2,1,22,1,1,0,0,0,0,1,0,0,0,2,1,0,4,9,0,0,1,1,0,1,0,0,0
6121768,10,2013-10-19,http://endb-consolidated.aihit.com/005D69280000000A/overview.htm,"CVM Marketing","",cvmmkt.com,"www.cvmmkt.com","OK",1,2,0,0,-1,,-1,0,0,0,3,1,25,0,0,0,0,0,0,1,0,0,0,0,0,0,4,15,0,0,1,0,0,1,0,0,2
12997867,4,2013-10-19,http://endb-consolidated.aihit.com/00C654EB00000004/overview.htm,"Andrea Layne Floral Design","",andrealaynefloraldesign.com,"www.andrealaynefloraldesign.com","OK",1,1,0,0,-1,,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
684790,19,2013-10-19,http://endb-consolidated.aihit.com/000A72F600000013/overview.htm,"PIRUM LIMITED","02563408",,"","",0,0,0,0,-1,1990-11-29,2,2,0,0,0,0,69,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12272423,6,2013-10-19,http://endb-consolidated.aihit.com/00BB432700000006/overview.htm,"new-page tel","",new-page.tel,"www.new-page.tel","OK",0,0,0,0,-1,,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6666688,10,2013-10-19,http://endb-consolidated.aihit.com/0065B9C00000000A/overview.htm,"fulcrumall","",fulcrumall.com,"www.fulcrumall.com","OK",1,0,0,73,-1,,-1,0,0,0,0,1,56,2,0,0,0,0,0,0,0,0,0,0,0,0,34,18,0,0,0,1,0,1,0,0,0
12209055,6,2013-10-19,http://endb-consolidated.aihit.com/00BA4B9F00000006/overview.htm,"Cruizing Kidz Transport Service","",cruizingkidz.com,"www.cruizingkidz.com","OK",1,1,0,0,2006,,-1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7657822,10,2013-10-19,http://endb-consolidated.aihit.com/0074D95E0000000A/overview.htm,"Meals on Wheels of Bonita Springs","",mealsonwheelsofbonitasprings.org,"www.mealsonwheelsofbonitasprings.org","OK",1,1,0,0,-1,,-1,6,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,3,0,0,1,0,0,1
5561816,10,2013-10-19,http://endb-consolidated.aihit.com/0054DDD80000000A/overview.htm,"Bentley's Mfg","",bentleysmfg.com,"www.bentleysmfg.com","OK",1,1,0,2,-1,,-1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
4686186,14,2013-10-19,http://endb-consolidated.aihit.com/0047816A0000000E/overview.htm,"Roberts-Gordon","",rg-inc.com,"www.rg-inc.com","OK",0,3,0,2,-1,,-1,1,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0
8656439,10,2013-10-19,http://endb-consolidated.aihit.com/008416370000000A/overview.htm,"Shraddha Millan","",shraddhamillantradingco.com,"www.shraddhamillantradingco.com","OK",1,1,0,1,2005,,-1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2704805,19,2013-10-19,http://endb-consolidated.aihit.com/002945A500000013/overview.htm,"ERJ DEVELOPERS LIMITED","07843270",,"","",0,0,0,0,-1,2011-11-11,1,1,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13947398,2,2013-10-19,http://endb-consolidated.aihit.com/00D4D20600000002/overview.htm,"Main Street Grill and Bakery","",mainstreetgrillandbakery.com,"www.mainstreetgrillandbakery.com","OK",1,1,0,0,-1,,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642378,2,2013-10-19,http://endb-consolidated.aihit.com/00D02A8A00000002/overview.htm,"PRESTON TITHEBARN GENERAL PARTNER LIMITED","06083329",prestontithebarn.com,"","ParkedDomain",1,1,0,0,-1,2007-02-05,4,5,0,0,2,0,85,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4
9241091,10,2013-10-19,http://endb-consolidated.aihit.com/008D02030000000A/overview.htm,"Ultimate Management Tours & Travels","",umttindia.com,"www.umttindia.com","OK",1,1,0,0,-1,,-1,1,0,0,5,1,18,0,0,0,0,0,0,1,0,1,0,0,3,0,4,0,0,1,6,0,0,1,0,0,0
10394463,9,2013-10-19,http://endb-consolidated.aihit.com/009E9B5F00000009/overview.htm,"Joubert Law Firm","",joubertlawfirm.com,"www.joubertlawfirm.com","OK",1,1,2,0,-1,,-1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5253496,10,2013-10-19,http://endb-consolidated.aihit.com/005029780000000A/overview.htm,"alfalfa","",alfalfa.org,"www.alfalfa.org","OK",0,0,3,0,-1,,-1,8,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,0,1,0,0,0
8472948,10,2013-10-19,http://endb-consolidated.aihit.com/008149740000000A/overview.htm,"Windows","",replace-windows.org,"www.replace-windows.org","OK",1,1,0,0,-1,,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6470013,10,2013-10-19,http://endb-consolidated.aihit.com/0062B97D0000000A/overview.htm,"Essurance","",essurance.eu,"www.essurance.eu","OK",0,0,0,0,1863,,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8296582,10,2013-10-19,http://endb-consolidated.aihit.com/007E98860000000A/overview.htm,"Printed Papers","",printedpapers.com,"printedpapers.com","OK",0,0,0,0,-1,,-1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
6092502,10,2013-10-19,http://endb-consolidated.aihit.com/005CF6D60000000A/overview.htm,"Crown Metal Industries","",crownmetalindustries.net,"www.crownmetalindustries.net","EmptyPage",1,1,0,1,-1,,-1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
10965809,9,2013-10-19,http://endb-consolidated.aihit.com/00A7533100000009/overview.htm,"Saenz-Rodriguez & Associates","",sralawonline.com,"www.sralawonline.com","OK",1,0,0,0,-1,,-1,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0
9427545,10,2013-10-19,http://endb-consolidated.aihit.com/008FDA590000000A/overview.htm,"Whittier","",whittierpoolcompany.com,"www.whittierpoolcompany.com","ErrorPage",1,1,0,0,-1,,-1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,4
12942688,4,2013-10-19,http://endb-consolidated.aihit.com/00C57D6000000004/overview.htm,"THE TACK ROOM LTD.","SC201665",uk-horsetack.co.uk,"www.the-tack-room.com","OK",0,3,0,0,-1,1999-11-18,3,2,0,0,1,1,58,0,0,0,44,0,0,0,0,0,0,2,0,0,6,5,0,0,0,0,0,1,0,0,0
12739166,5,2013-10-19,http://endb-consolidated.aihit.com/00C2625E00000005/overview.htm,"Green Park Media","",pickettconsulting.co.uk,"www.greenparkmedia.com","OK",0,1,0,0,-1,,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10425345,9,2013-10-19,http://endb-consolidated.aihit.com/009F140100000009/overview.htm,"kimber4c com","",kimber4c.com,"www.kimber4c.com","OK",0,0,0,0,-1,,-1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
11767755,7,2013-10-19,http://endb-consolidated.aihit.com/00B38FCB00000007/overview.htm,"Aspen Business Advisors","",aspenbusinessadvisors.com,"www.aspenbusinessadvisors.com","OK",1,1,0,0,2004,,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971596,19,2013-10-19,http://endb-consolidated.aihit.com/000ED34C00000013/overview.htm,"VE BEER & SONS LIMITED","04031583",,"","",0,0,0,0,-1,2000-07-11,2,1,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9672171,9,2013-10-19,http://endb-consolidated.aihit.com/009395EB00000009/overview.htm,"AIL","",ail-ca.com,"www.ail-ca.com","OK",2,1,19,0,-1,,-1,11,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,7,0,0,0
10341881,9,2013-10-19,http://endb-consolidated.aihit.com/009DCDF900000009/overview.htm,"Injury and Law","",injuryandlaw.com,"www.injuryandlaw.com","OK",1,0,0,0,-1,,-1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1201079,19,2013-10-19,http://endb-consolidated.aihit.com/001253B700000013/overview.htm,"DS RECYCLING LIMITED","04792881",,"","",0,0,0,0,-1,2003-06-09,3,2,0,0,0,0,41,2,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11889014,7,2013-10-19,http://endb-consolidated.aihit.com/00B5697600000007/overview.htm,"Greg's Auto Body","",gregsautobodylakebluff.com,"www.gregsautobodylakebluff.com","OK",1,2,0,0,-1,,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27084,19,2013-10-19,http://endb-consolidated.aihit.com/000069CC00000013/overview.htm,"SIKHINGIT LTD","07847269",rsout.co.uk,"www.rsout.co.uk","OK",0,2,1,0,2011,2011-11-14,1,2,0,0,2,1,18,0,0,0,10,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0
8621748,10,2013-10-19,http://endb-consolidated.aihit.com/00838EB40000000A/overview.htm,"POP CULTURE NETWORK STORE","",shoppcn.com,"www.shoppcn.com","FlippedRobots",1,0,1,0,-1,,-1,1,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1,0,0,1
5932151,10,2013-10-19,http://endb-consolidated.aihit.com/005A84770000000A/overview.htm,"Objects","",ckobjects.com,"www.ckobjects.com","OK",0,0,0,0,-1,,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5484095,10,2013-10-19,http://endb-consolidated.aihit.com/0053AE3F0000000A/overview.htm,"AZT Enterprises","",aztenterprises.com,"www.aztenterprises.com","OK",0,1,0,0,-1,,-1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8040619,10,2013-10-19,http://endb-consolidated.aihit.com/007AB0AB0000000A/overview.htm,"Online Marketing Web World","",onlinemarketingwebworld.com,"www.onlinemarketingwebworld.com","OK",1,1,0,0,-1,,-1,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0
9103328,10,2013-10-19,http://endb-consolidated.aihit.com/008AE7E00000000A/overview.htm,"Starwood Hotels & Resorts Worldwide","",threesixtyrestaurant.com,"www.threesixtyrestaurant.com","OK",0,1,0,0,-1,,-1,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0
9188349,10,2013-10-19,http://endb-consolidated.aihit.com/008C33FD0000000A/overview.htm,"Troyan Explore","",troyanexplore.com.ar,"www.troyanexplore.com.ar","OK",1,0,0,0,1992,,-1,0,0,0,2,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,2
14068353,2,2013-10-19,http://endb-consolidated.aihit.com/00D6AA8100000002/overview.htm,"Renal Access Clinic of Houston","",renalaccessclinic.com,"www.renalaccessclinic.com","OK",2,0,0,0,-1,,-1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7272795,10,2013-10-19,http://endb-consolidated.aihit.com/006EF95B0000000A/overview.htm,"Joyce Revoir","",joycerevoir.com,"www.joycerevoir.com","OK",1,0,0,0,-1,,-1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,0,0,0
7636176,10,2013-10-19,http://endb-consolidated.aihit.com/007484D00000000A/overview.htm,"Maxx Computers","",maxxcomputers.biz,"www.maxxcomputers.biz","OK",2,1,0,0,1980,,-1,5,0,0,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
13269586,4,2013-10-19,http://endb-consolidated.aihit.com/00CA7A5200000004/overview.htm,"Nitai","",nitai.com.au,"www.nitai.com.au","OK",0,1,0,0,-1,,-1,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
6016675,10,2013-10-19,http://endb-consolidated.aihit.com/005BCEA30000000A/overview.htm,"Consalve","",consalve.com,"www.consalve.com","OK",1,1,1,0,-1,,-1,13,0,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0
1991548,19,2013-10-19,http://endb-consolidated.aihit.com/001E637C00000013/overview.htm,"ECO TEMP LIMITED","06902329",,"","",0,0,0,0,-1,2009-05-11,2,2,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13977394,2,2013-10-19,http://endb-consolidated.aihit.com/00D5473200000002/overview.htm,"MonTech Werkstoffprüfmaschinen","",montechusa.com,"www.montechusa.com","OK",0,1,0,0,-1,,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10169166,9,2013-10-19,http://endb-consolidated.aihit.com/009B2B4E00000009/overview.htm,"FLANTECH","",flantech.ca,"www.flantech.ca","OK",0,0,0,0,-1,,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5971881,10,2013-10-19,http://endb-consolidated.aihit.com/005B1FA90000000A/overview.htm,"Coffy","",coffy.com,"coffy.com","OK",1,1,1,0,-1,,-1,11,0,0,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,4,1,0,0,1,0,0,2
4588888,14,2013-10-19,http://endb-consolidated.aihit.com/004605580000000E/overview.htm,"DAVID ADAMSON AND PARTNERS (ELBE STREET) LLP","SO302198",davidadamsongroup.com,"www.davidadamsongroup.com","OK",0,13,0,0,1930,2009-01-21,5,5,0,0,17,1,22,2,0,0,14,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0
7107296,10,2013-10-19,http://endb-consolidated.aihit.com/006C72E00000000A/overview.htm,"Insight Computing Services","",insightcomputing.net,"insightcomputing.net","OK",1,0,0,0,-1,,-1,0,0,0,1,1,23,0,0,0,0,0,0,0,1,0,0,2,6,0,8,5,0,0,0,0,0,1,0,0,0
7207556,10,2013-10-19,http://endb-consolidated.aihit.com/006DFA840000000A/overview.htm,"James Ross","",jamesross.com.au,"www.jamesross.com.au","DomainNotFound",1,0,0,0,-1,,-1,0,0,0,2,1,19,3,0,0,0,0,0,2,0,0,0,0,1,0,3,3,0,0,5,0,0,1,0,0,1
12300390,6,2013-10-19,http://endb-consolidated.aihit.com/00BBB06600000006/overview.htm,"Solar Hawaii","",solar-hawaii.org,"www.solar-hawaii.org","OK",1,1,0,0,-1,,-1,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,4
9063370,10,2013-10-19,http://endb-consolidated.aihit.com/008A4BCA0000000A/overview.htm,"ThaiPollutech","",thaipollutech.com,"www.thaipollutech.com","OK",1,2,0,1,1975,,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2286613,19,2013-10-19,http://endb-consolidated.aihit.com/0022E41500000013/overview.htm,"J & S WASTE SPECIALIST LIMITED","07368545",,"","",0,0,0,0,-1,2010-09-07,1,1,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13683279,2,2013-10-19,http://endb-consolidated.aihit.com/00D0CA4F00000002/overview.htm,"Apex Global Solutions","",apexglobalsolutions.in,"www.apexglobalsolutions.in","OK",1,1,0,0,-1,,-1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403653,10,2013-10-19,http://endb-consolidated.aihit.com/00803AC50000000A/overview.htm,"Realista Investments","",realista.com,"www.realista.com","OK",1,1,0,0,-1,,-1,0,0,0,1,1,23,1,0,0,0,0,0,1,0,0,0,2,3,0,8,5,0,0,0,0,0,2,0,0,0
422723,19,2013-10-19,http://endb-consolidated.aihit.com/0006734300000013/overview.htm,"Used Tyre Service","",usedtyreservice.co.uk,"www.usedtyreservice.co.uk","OK",0,2,0,0,-1,,-1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
14884587,1,2013-10-19,http://endb-consolidated.aihit.com/00E31EEB00000001/overview.htm,"Course on Money","",courseonmoney.com,"courseonmoney.com","OK",1,1,0,0,-1,,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4958992,11,2013-10-19,http://endb-consolidated.aihit.com/004BAB100000000B/overview.htm,"iCat Medical Software","",icatsoftware.co.uk,"www.icatsoftware.co.uk","OK",1,0,1,0,2010,,-1,7,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,0,0,0
5912091,10,2013-10-19,http://endb-consolidated.aihit.com/005A361B0000000A/overview.htm,"Circle L Farm","",circlelfarmnc.com,"www.circlelfarmnc.com","OK",0,1,0,0,-1,,-1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10529988,9,2013-10-19,http://endb-consolidated.aihit.com/00A0ACC400000009/overview.htm,"Marine Surveyors & Adjusters","",marinesurveyorsmx.com,"www.marinesurveyorsmx.com","IndexOfPage",0,0,0,0,-1,,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7749192,10,2013-10-19,http://endb-consolidated.aihit.com/00763E480000000A/overview.htm,"MISS POEM","",misspoem.com,"www.misspoem.com","OK",2,0,1,0,-1,,-1,1,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,4,0,0,2
57477,19,2013-10-19,http://endb-consolidated.aihit.com/0000E08500000013/overview.htm,"GREATWOOD JENKINS LTD","07117510",greatwoodjenkins.co.uk,"www.greatwoodjenkins.co.uk","OK",1,1,0,0,-1,2010-01-06,2,2,0,0,0,1,34,0,0,0,14,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,1,0,0,0
8059973,10,2013-10-19,http://endb-consolidated.aihit.com/007AFC450000000A/overview.htm,"OpenServe","",openserve.org,"www.openserve.org","OK",0,0,0,0,-1,,-1,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
11524940,8,2013-10-19,http://endb-consolidated.aihit.com/00AFDB4C00000008/overview.htm,"New Body Now","",mynewbodynow.com,"www.mynewbodynow.com","OK",1,2,0,1,-1,,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786978,10,2013-10-19,http://endb-consolidated.aihit.com/00678FA20000000A/overview.htm,"goAgain RV","",goagainrv.com,"www.goagainrv.com","OK",1,1,0,0,-1,,-1,6,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,3,0,0,0,2,0,0,0
12566769,5,2013-10-19,http://endb-consolidated.aihit.com/00BFC0F100000005/overview.htm,"getawillfree co uk","",getawillfree.co.uk,"www.getawillfree.co.uk","DomainNotFound",0,0,0,0,-1,,-1,0,0,0,0,1,20,0,0,0,0,0,0,5,0,0,0,2,0,0,0,5,0,0,2,0,0,2,0,0,4
1174204,19,2013-10-19,http://endb-consolidated.aihit.com/0011EABC00000013/overview.htm,"THE QUANTITY SURVEYING PARTNERSHIP LIMITED","04708601",,"","",0,0,0,0,-1,2003-03-24,2,2,0,0,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324773,10,2013-10-19,http://endb-consolidated.aihit.com/00513FE50000000A/overview.htm,"My Mortgage Consultant Online","",andrewrpeterson.com,"www.andrewrpeterson.com","IndexPageFetchError",0,1,2,0,-1,,-1,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2
9760177,9,2013-10-19,http://endb-consolidated.aihit.com/0094EDB100000009/overview.htm,"One Stop Auto","",automotiverepairinphoenix.com,"www.automotiverepairinphoenix.com","OK",1,1,0,0,-1,,-1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0
1108820,19,2013-10-19,http://endb-consolidated.aihit.com/0010EB5400000013/overview.htm,"T & J SUPPLIES LIMITED","04518454",,"","",0,0,0,0,-1,2002-08-23,3,3,0,0,0,0,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158129,10,2013-10-19,http://endb-consolidated.aihit.com/004EB4F10000000A/overview.htm,"Acsis Airconditioning","",acsisair.com.au,"www.acsisair.com.au","OK",1,1,0,3,-1,,-1,0,0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,0,0,0
