company_id,type,country,authority,registration_number
3166487,"CompanyRegistrationNumber","United Kingdom","Companies House","SC376191"
1893122,"CompanyRegistrationNumber","United Kingdom","Companies House","06717406"
9592952,"CompanyRegistrationNumber","United Kingdom","Companies House","08420995"
4837719,"CompanyRegistrationNumber","United Kingdom","Companies House","05328326"
3414666,"CompanyRegistrationNumber","United Kingdom","Companies House","06679333"
4906276,"CompanyRegistrationNumber","United Kingdom","Companies House","08339612"
5051530,"CompanyRegistrationNumber","United Kingdom","Companies House","05452952"
13558939,"CompanyRegistrationNumber","United Kingdom","Companies House","08605563"
3147311,"CompanyRegistrationNumber","United Kingdom","Companies House","SC343756"
898832,"CompanyRegistrationNumber","United Kingdom","Companies House","03715903"
2459879,"CompanyRegistrationNumber","United Kingdom","Companies House","07575810"
1535787,"CompanyRegistrationNumber","United Kingdom","Companies House","05845517"
2265769,"CompanyRegistrationNumber","United Kingdom","Companies House","07338257"
2063197,"CompanyRegistrationNumber","United Kingdom","Companies House","07030020"
284663,"CompanyRegistrationNumber","","","01085381"
2672933,"CompanyRegistrationNumber","United Kingdom","Companies House","07808911"
4918372,"CompanyRegistrationNumber","United Kingdom","Companies House","08372490"
913327,"CompanyRegistrationNumber","United Kingdom","Companies House","03780193"
4718455,"CompanyRegistrationNumber","United Kingdom","Companies House","08243765"
65929,"CompanyRegistrationNumber","United Kingdom","Companies House","07295343"
2460022,"CompanyRegistrationNumber","United Kingdom","Companies House","07575971"
13532428,"CompanyRegistrationNumber","United Kingdom","Companies House","08578095"
594337,"CompanyRegistrationNumber","United Kingdom","Companies House","01871874"
13704431,"CompanyRegistrationNumber","","","1968/011192/07"
2603404,"CompanyRegistrationNumber","United Kingdom","Companies House","07733415"
2163364,"CompanyRegistrationNumber","United Kingdom","Companies House","07190048"
3301973,"CompanyRegistrationNumber","United Kingdom","Companies House","06238036"
3599853,"CompanyRegistrationNumber","United Kingdom","Companies House","01049697"
174328,"CompanyRegistrationNumber","United Kingdom","Companies House","01817315"
2792891,"CompanyRegistrationNumber","United Kingdom","Companies House","07937579"
1890040,"CompanyRegistrationNumber","United Kingdom","Companies House","06711152"
1977827,"CompanyRegistrationNumber","United Kingdom","Companies House","06877346"
9819370,"CompanyRegistrationNumber","","","12 094 225 073"
9819370,"CompanyRegistrationNumber","","","14 094 225 082"
9819370,"CompanyRegistrationNumber","","","16 094 225 091"
9819370,"CompanyRegistrationNumber","","","34 139 626 994"
9819370,"CompanyRegistrationNumber","","","45 090 513 849"
9819370,"CompanyRegistrationNumber","","","47 091 509 796"
9819370,"CompanyRegistrationNumber","","","64 094 218 443"
9819370,"CompanyRegistrationNumber","","","65 133 058 741"
9819370,"CompanyRegistrationNumber","","","79 135 424 878"
9819370,"CompanyRegistrationNumber","","","84 137 606 172"
9819370,"CompanyRegistrationNumber","","","99 094 225 064"
1054413,"CompanyRegistrationNumber","United Kingdom","Companies House","04344997"
1319381,"CompanyRegistrationNumber","United Kingdom","Companies House","05178553"
1932902,"CompanyRegistrationNumber","United Kingdom","Companies House","06795663"
2788096,"CompanyRegistrationNumber","United Kingdom","Companies House","07932478"
1501589,"CompanyRegistrationNumber","United Kingdom","Companies House","05741034"
4883303,"CompanyRegistrationNumber","United Kingdom","Companies House","08315757"
1642750,"CompanyRegistrationNumber","United Kingdom","Companies House","06142084"
10811272,"CompanyRegistrationNumber","","","450330"
812583,"CompanyRegistrationNumber","United Kingdom","Companies House","03286937"
2334566,"CompanyRegistrationNumber","United Kingdom","Companies House","07433032"
4704519,"CompanyRegistrationNumber","United Kingdom","Companies House","05093311"
2337701,"CompanyRegistrationNumber","United Kingdom","Companies House","07436729"
13552881,"CompanyRegistrationNumber","United Kingdom","Companies House","08599299"
2395149,"CompanyRegistrationNumber","United Kingdom","Companies House","07503281"
4942664,"CompanyRegistrationNumber","United Kingdom","Companies House","02405051"
1211518,"CompanyRegistrationNumber","United Kingdom","Companies House","04827757"
1098078,"CompanyRegistrationNumber","United Kingdom","Companies House","04486544"
948600,"CompanyRegistrationNumber","United Kingdom","Companies House","03931648"
759093,"CompanyRegistrationNumber","United Kingdom","Companies House","03005497"
4121874,"CompanyRegistrationNumber","","","SC 035814"
608601,"CompanyRegistrationNumber","United Kingdom","Companies House","01988451"
1580819,"CompanyRegistrationNumber","United Kingdom","Companies House","05969977"
3164041,"CompanyRegistrationNumber","United Kingdom","Companies House","SC372727"
13638108,"CompanyRegistrationNumber","United Kingdom","Companies House","08123278"
3061441,"CompanyRegistrationNumber","United Kingdom","Companies House","SC008524"
14813641,"CompanyRegistrationNumber","United Kingdom","Companies House","07849683"
2897477,"CompanyRegistrationNumber","United Kingdom","Companies House","08045791"
3254300,"CompanyRegistrationNumber","United Kingdom","Companies House","07460388"
4714019,"CompanyRegistrationNumber","United Kingdom","Companies House","08239152"
2359705,"CompanyRegistrationNumber","United Kingdom","Companies House","07462416"
98757,"CompanyRegistrationNumber","United Kingdom","Companies House","05930529"
1055478,"CompanyRegistrationNumber","United Kingdom","Companies House","04348623"
4476768,"CompanyRegistrationNumber","United Kingdom","Companies House","SC317143"
4222036,"CompanyRegistrationNumber","United Kingdom","Companies House","SC426335"
3447875,"CompanyRegistrationNumber","United Kingdom","Companies House","04721177"
493033,"CompanyRegistrationNumber","United Kingdom","Companies House","00910373"
3011146,"CompanyRegistrationNumber","United Kingdom","Companies House","NI611281"
13580120,"CompanyRegistrationNumber","United Kingdom","Companies House","08627405"
13607134,"CompanyRegistrationNumber","United Kingdom","Companies House","08655281"
3046674,"CompanyRegistrationNumber","United Kingdom","Companies House","OC361511"
4849791,"CompanyRegistrationNumber","","","SCO 11353"
1292406,"CompanyRegistrationNumber","United Kingdom","Companies House","05090893"
4218472,"CompanyRegistrationNumber","United Kingdom","Companies House","08124760"
1698008,"CompanyRegistrationNumber","United Kingdom","Companies House","06288316"
1447462,"CompanyRegistrationNumber","United Kingdom","Companies House","05579481"
2081904,"CompanyRegistrationNumber","United Kingdom","Companies House","07061879"
11235372,"CompanyRegistrationNumber","United Kingdom","Companies House","08449050"
3493860,"CompanyRegistrationNumber","United Kingdom","Companies House","03996344"
4195634,"CompanyRegistrationNumber","United Kingdom","Companies House","08100963"
12942711,"CompanyRegistrationNumber","United Kingdom","Companies House","SC320762"
8859239,"CompanyRegistrationNumber","","","64 742 845 324"
2189906,"CompanyRegistrationNumber","United Kingdom","Companies House","07228424"
565879,"CompanyRegistrationNumber","United Kingdom","Companies House","01624958"
1733875,"CompanyRegistrationNumber","United Kingdom","Companies House","06375753"
12144088,"CompanyRegistrationNumber","United Kingdom","Companies House","08534455"
14818331,"CompanyRegistrationNumber","United Kingdom","Companies House","02833215"
3156172,"CompanyRegistrationNumber","United Kingdom","Companies House","SC359872"
2110130,"CompanyRegistrationNumber","United Kingdom","Companies House","07107973"
1410878,"CompanyRegistrationNumber","United Kingdom","Companies House","05466803"
1097778,"CompanyRegistrationNumber","United Kingdom","Companies House","04485645"
967831,"CompanyRegistrationNumber","United Kingdom","Companies House","04014930"
513541,"CompanyRegistrationNumber","United Kingdom","Companies House","01128578"
5808936,"CompanyRegistrationNumber","","","88 123 374 916"
13654758,"CompanyRegistrationNumber","","","Z8219071"
13654758,"CompanyRegistrationNumber","United Kingdom","Companies House","4898286"
13867723,"CompanyRegistrationNumber","","","4654498"
2526770,"CompanyRegistrationNumber","United Kingdom","Companies House","07649490"
1291630,"CompanyRegistrationNumber","United Kingdom","Companies House","05088459"
3258029,"CompanyRegistrationNumber","United Kingdom","Companies House","SC366270"
5000368,"CompanyRegistrationNumber","United Kingdom","Companies House","08362912"
1231792,"CompanyRegistrationNumber","United Kingdom","Companies House","04899060"
3590349,"CompanyRegistrationNumber","United Kingdom","Companies House","02641882"
2252941,"CompanyRegistrationNumber","United Kingdom","Companies House","07319954"
2631834,"CompanyRegistrationNumber","United Kingdom","Companies House","07764350"
13605067,"CompanyRegistrationNumber","United Kingdom","Companies House","08653152"
3163099,"CompanyRegistrationNumber","United Kingdom","Companies House","SC371328"
713935,"CompanyRegistrationNumber","United Kingdom","Companies House","02748168"
4834140,"CompanyRegistrationNumber","United Kingdom","Companies House","06512423"
2578399,"CompanyRegistrationNumber","United Kingdom","Companies House","07706115"
3642627,"CompanyRegistrationNumber","United Kingdom","Companies House","01624325"
16933,"CompanyRegistrationNumber","United Kingdom","Companies House","SC084288"
2814860,"CompanyRegistrationNumber","United Kingdom","Companies House","07960946"
14119729,"CompanyRegistrationNumber","","","1127488"
11230941,"CompanyRegistrationNumber","United Kingdom","Companies House","08444453"
2177988,"CompanyRegistrationNumber","United Kingdom","Companies House","07211078"
4552107,"CompanyRegistrationNumber","United Kingdom","Companies House","08201736"
11729841,"CompanyRegistrationNumber","United Kingdom","Companies House","08516484"
29083,"CompanyRegistrationNumber","United Kingdom","Companies House","07579452"
894016,"CompanyRegistrationNumber","United Kingdom","Companies House","03692547"
1895765,"CompanyRegistrationNumber","United Kingdom","Companies House","06722764"
3428275,"CompanyRegistrationNumber","United Kingdom","Companies House","05943222"
1101496,"CompanyRegistrationNumber","United Kingdom","Companies House","04496502"
846829,"CompanyRegistrationNumber","United Kingdom","Companies House","03461213"
471624,"CompanyRegistrationNumber","United Kingdom","Companies House","00657724"
2845270,"CompanyRegistrationNumber","United Kingdom","Companies House","07992230"
4725569,"CompanyRegistrationNumber","United Kingdom","Companies House","08251153"
2661106,"CompanyRegistrationNumber","United Kingdom","Companies House","07796136"
12383886,"CompanyRegistrationNumber","United Kingdom","Companies House","05291470"
1792936,"CompanyRegistrationNumber","United Kingdom","Companies House","06507375"
1356908,"CompanyRegistrationNumber","United Kingdom","Companies House","05301044"
1236226,"CompanyRegistrationNumber","United Kingdom","Companies House","04913731"
4934432,"CompanyRegistrationNumber","United Kingdom","Companies House","05242676"
4629322,"CompanyRegistrationNumber","United Kingdom","Companies House","04093251"
454863,"CompanyRegistrationNumber","United Kingdom","Companies House","00458305"
901547,"CompanyRegistrationNumber","United Kingdom","Companies House","03727776"
4909648,"CompanyRegistrationNumber","United Kingdom","Companies House","08343087"
4458467,"CompanyRegistrationNumber","United Kingdom","Companies House","08180994"
13563288,"CompanyRegistrationNumber","United Kingdom","Companies House","08610050"
1602011,"CompanyRegistrationNumber","United Kingdom","Companies House","06025151"
12147432,"CompanyRegistrationNumber","United Kingdom","Companies House","08537920"
2249807,"CompanyRegistrationNumber","United Kingdom","Companies House","07315428"
4472898,"CompanyRegistrationNumber","United Kingdom","Companies House","08196009"
12159486,"CompanyRegistrationNumber","United Kingdom","Companies House","08550342"
3510332,"CompanyRegistrationNumber","United Kingdom","Companies House","04235803"
15134617,"CompanyRegistrationNumber","United Kingdom","Companies House","08698786"
11713488,"CompanyRegistrationNumber","United Kingdom","Companies House","08501105"
3532941,"CompanyRegistrationNumber","United Kingdom","Companies House","03657795"
13556868,"CompanyRegistrationNumber","United Kingdom","Companies House","08603436"
12148428,"CompanyRegistrationNumber","United Kingdom","Companies House","08538931"
1786214,"CompanyRegistrationNumber","United Kingdom","Companies House","06493337"
4202661,"CompanyRegistrationNumber","United Kingdom","Companies House","08108298"
2270743,"CompanyRegistrationNumber","United Kingdom","Companies House","07345529"
11216555,"CompanyRegistrationNumber","United Kingdom","Companies House","08429450"
3015347,"CompanyRegistrationNumber","United Kingdom","Companies House","OC305759"
5015201,"CompanyRegistrationNumber","United Kingdom","Companies House","08378326"
2864299,"CompanyRegistrationNumber","United Kingdom","Companies House","08011763"
2068373,"CompanyRegistrationNumber","United Kingdom","Companies House","07039021"
4337880,"CompanyRegistrationNumber","United Kingdom","Companies House","08185118"
13811635,"CompanyRegistrationNumber","","","12 094 225 073"
13811635,"CompanyRegistrationNumber","","","14 094 225 082"
13811635,"CompanyRegistrationNumber","","","16 094 225 091"
13811635,"CompanyRegistrationNumber","","","34 139 626 994"
13811635,"CompanyRegistrationNumber","","","45 090 513 849"
13811635,"CompanyRegistrationNumber","","","47 091 509 796"
13811635,"CompanyRegistrationNumber","","","64 094 218 443"
13811635,"CompanyRegistrationNumber","","","65 133 058 741"
13811635,"CompanyRegistrationNumber","","","79 135 424 878"
13811635,"CompanyRegistrationNumber","","","84 137 606 172"
13811635,"CompanyRegistrationNumber","","","99 094 225 064"
1620701,"CompanyRegistrationNumber","United Kingdom","Companies House","06077889"
2605277,"CompanyRegistrationNumber","United Kingdom","Companies House","07735466"
13544214,"CompanyRegistrationNumber","United Kingdom","Companies House","08590297"
1126884,"CompanyRegistrationNumber","United Kingdom","Companies House","04573022"
4908340,"CompanyRegistrationNumber","United Kingdom","Companies House","08341741"
1222597,"CompanyRegistrationNumber","United Kingdom","Companies House","04865606"
3388234,"CompanyRegistrationNumber","United Kingdom","Companies House","04718081"
1609598,"CompanyRegistrationNumber","United Kingdom","Companies House","06044417"
1602964,"CompanyRegistrationNumber","United Kingdom","Companies House","06027465"
6035453,"CompanyRegistrationNumber","","","HRB 171315"
717570,"CompanyRegistrationNumber","United Kingdom","Companies House","02770768"
5010615,"CompanyRegistrationNumber","United Kingdom","Companies House","08373543"
2431468,"CompanyRegistrationNumber","United Kingdom","Companies House","07544173"
14125229,"CompanyRegistrationNumber","","","1352033"
3284035,"CompanyRegistrationNumber","United Kingdom","Companies House","SC178996"
4536054,"CompanyRegistrationNumber","United Kingdom","Companies House","05703373"
3541778,"CompanyRegistrationNumber","United Kingdom","Companies House","04078234"
4932720,"CompanyRegistrationNumber","United Kingdom","Companies House","05022217"
2886531,"CompanyRegistrationNumber","United Kingdom","Companies House","08034593"
4362154,"CompanyRegistrationNumber","United Kingdom","Companies House","05775763"
3319121,"CompanyRegistrationNumber","United Kingdom","Companies House","07578774"
1286182,"CompanyRegistrationNumber","United Kingdom","Companies House","05071666"
1791120,"CompanyRegistrationNumber","United Kingdom","Companies House","06503646"
2924730,"CompanyRegistrationNumber","United Kingdom","Companies House","08073643"
3581490,"CompanyRegistrationNumber","United Kingdom","Companies House","01783754"
4765585,"CompanyRegistrationNumber","United Kingdom","Companies House","02395067"
575823,"CompanyRegistrationNumber","United Kingdom","Companies House","01711510"
13698501,"CompanyRegistrationNumber","","","Z4990924"
13698501,"CompanyRegistrationNumber","United Kingdom","Companies House","3968327"
1622992,"CompanyRegistrationNumber","United Kingdom","Companies House","06084249"
1074637,"CompanyRegistrationNumber","United Kingdom","Companies House","04413335"
3582712,"CompanyRegistrationNumber","United Kingdom","Companies House","02703350"
1067105,"CompanyRegistrationNumber","United Kingdom","Companies House","04388464"
1100671,"CompanyRegistrationNumber","United Kingdom","Companies House","04493906"
3631459,"CompanyRegistrationNumber","United Kingdom","Companies House","01772491"
4461272,"CompanyRegistrationNumber","United Kingdom","Companies House","08183902"
436711,"CompanyRegistrationNumber","United Kingdom","Companies House","00080592"
2604172,"CompanyRegistrationNumber","United Kingdom","Companies House","07734265"
4748071,"CompanyRegistrationNumber","United Kingdom","Companies House","08274474"
3443950,"CompanyRegistrationNumber","United Kingdom","Companies House","05696146"
1577644,"CompanyRegistrationNumber","United Kingdom","Companies House","05961430"
11707103,"CompanyRegistrationNumber","United Kingdom","Companies House","08494493"
1084656,"CompanyRegistrationNumber","United Kingdom","Companies House","04445791"
2610124,"CompanyRegistrationNumber","United Kingdom","Companies House","07740760"
1733394,"CompanyRegistrationNumber","United Kingdom","Companies House","06374575"
6697460,"CompanyRegistrationNumber","","","22 091 074 207"
541851,"CompanyRegistrationNumber","United Kingdom","Companies House","01402743"
1678581,"CompanyRegistrationNumber","United Kingdom","Companies House","06239865"
471073,"CompanyRegistrationNumber","United Kingdom","Companies House","00651793"
11697069,"CompanyRegistrationNumber","United Kingdom","Companies House","08484114"
2391932,"CompanyRegistrationNumber","United Kingdom","Companies House","07499600"
3104779,"CompanyRegistrationNumber","United Kingdom","Companies House","SC245724"
2443413,"CompanyRegistrationNumber","United Kingdom","Companies House","07557514"
3376419,"CompanyRegistrationNumber","United Kingdom","Companies House","05410951"
3376419,"CompanyRegistrationNumber","United Kingdom","Companies House","541091"
9559720,"CompanyRegistrationNumber","United Kingdom","Companies House","08386337"
3476907,"CompanyRegistrationNumber","United Kingdom","Companies House","05710744"
4940819,"CompanyRegistrationNumber","United Kingdom","Companies House","01201681"
1756194,"CompanyRegistrationNumber","United Kingdom","Companies House","06427168"
9604495,"CompanyRegistrationNumber","United Kingdom","Companies House","08097504"
11971677,"CompanyRegistrationNumber","","","43 144 906 534"
1712137,"CompanyRegistrationNumber","United Kingdom","Companies House","06322942"
11248866,"CompanyRegistrationNumber","United Kingdom","Companies House","08463047"
13577900,"CompanyRegistrationNumber","United Kingdom","Companies House","08625108"
2010228,"CompanyRegistrationNumber","United Kingdom","Companies House","06935762"
12959610,"CompanyRegistrationNumber","United Kingdom","Companies House","07139413"
3349866,"CompanyRegistrationNumber","United Kingdom","Companies House","07426675"
1310570,"CompanyRegistrationNumber","United Kingdom","Companies House","05149729"
680682,"CompanyRegistrationNumber","United Kingdom","Companies House","02533658"
1445359,"CompanyRegistrationNumber","United Kingdom","Companies House","05573051"
758526,"CompanyRegistrationNumber","United Kingdom","Companies House","03002620"
4596710,"CompanyRegistrationNumber","United Kingdom","Companies House","SC221974"
1581757,"CompanyRegistrationNumber","United Kingdom","Companies House","05972416"
1126625,"CompanyRegistrationNumber","United Kingdom","Companies House","04572191"
15107552,"CompanyRegistrationNumber","United Kingdom","Companies House","08670883"
13597302,"CompanyRegistrationNumber","United Kingdom","Companies House","08645142"
4317012,"CompanyRegistrationNumber","United Kingdom","Companies House","08147384"
2544408,"CompanyRegistrationNumber","United Kingdom","Companies House","07668854"
3404331,"CompanyRegistrationNumber","United Kingdom","Companies House","06495357"
4629181,"CompanyRegistrationNumber","United Kingdom","Companies House","03609558"
11719851,"CompanyRegistrationNumber","United Kingdom","Companies House","08507660"
1175637,"CompanyRegistrationNumber","United Kingdom","Companies House","04712225"
12456458,"CompanyRegistrationNumber","","","12 094 225 073"
12456458,"CompanyRegistrationNumber","","","14 094 225 082"
12456458,"CompanyRegistrationNumber","","","16 094 225 091"
12456458,"CompanyRegistrationNumber","","","34 139 626 994"
12456458,"CompanyRegistrationNumber","","","45 090 513 849"
12456458,"CompanyRegistrationNumber","","","47 091 509 796"
12456458,"CompanyRegistrationNumber","","","64 094 218 443"
12456458,"CompanyRegistrationNumber","","","65 133 058 741"
12456458,"CompanyRegistrationNumber","","","79 135 424 878"
12456458,"CompanyRegistrationNumber","","","84 137 606 172"
12456458,"CompanyRegistrationNumber","","","99 094 225 064"
3084667,"CompanyRegistrationNumber","United Kingdom","Companies House","SC178860"
5010268,"CompanyRegistrationNumber","United Kingdom","Companies House","08373181"
719883,"CompanyRegistrationNumber","United Kingdom","Companies House","02784268"
2213284,"CompanyRegistrationNumber","United Kingdom","Companies House","07262567"
3491772,"CompanyRegistrationNumber","United Kingdom","Companies House","05792058"
3394177,"CompanyRegistrationNumber","United Kingdom","Companies House","05483641"
2500320,"CompanyRegistrationNumber","United Kingdom","Companies House","07620395"
73901,"CompanyRegistrationNumber","United Kingdom","Companies House","07200815"
2372055,"CompanyRegistrationNumber","United Kingdom","Companies House","07476642"
2644253,"CompanyRegistrationNumber","United Kingdom","Companies House","07777837"
466373,"CompanyRegistrationNumber","United Kingdom","Companies House","00599670"
2201509,"CompanyRegistrationNumber","United Kingdom","Companies House","07245406"
130879,"CompanyRegistrationNumber","United Kingdom","Companies House","05687644"
3134122,"CompanyRegistrationNumber","United Kingdom","Companies House","SC317012"
14881887,"CompanyRegistrationNumber","United Kingdom","Companies House","08152197"
1003918,"CompanyRegistrationNumber","United Kingdom","Companies House","04160753"
909092,"CompanyRegistrationNumber","United Kingdom","Companies House","03760643"
1992361,"CompanyRegistrationNumber","United Kingdom","Companies House","06903755"
940162,"CompanyRegistrationNumber","United Kingdom","Companies House","03896907"
2204421,"CompanyRegistrationNumber","United Kingdom","Companies House","07249728"
1599152,"CompanyRegistrationNumber","United Kingdom","Companies House","06017757"
2035846,"CompanyRegistrationNumber","United Kingdom","Companies House","06981153"
11252143,"CompanyRegistrationNumber","United Kingdom","Companies House","08466476"
2133535,"CompanyRegistrationNumber","United Kingdom","Companies House","07145430"
1090760,"CompanyRegistrationNumber","United Kingdom","Companies House","04464087"
2157575,"CompanyRegistrationNumber","United Kingdom","Companies House","07181699"
953982,"CompanyRegistrationNumber","United Kingdom","Companies House","03954000"
4316970,"CompanyRegistrationNumber","United Kingdom","Companies House","08147340"
3566368,"CompanyRegistrationNumber","United Kingdom","Companies House","04220238"
3219252,"CompanyRegistrationNumber","United Kingdom","Companies House","SO300294"
4929297,"CompanyRegistrationNumber","United Kingdom","Companies House","06960769"
671443,"CompanyRegistrationNumber","United Kingdom","Companies House","02465934"
4823027,"CompanyRegistrationNumber","United Kingdom","Companies House","SC436170"
3379642,"CompanyRegistrationNumber","United Kingdom","Companies House","07209813"
1608992,"CompanyRegistrationNumber","United Kingdom","Companies House","06042798"
13534979,"CompanyRegistrationNumber","United Kingdom","Companies House","08580752"
16483,"CompanyRegistrationNumber","United Kingdom","Companies House","07960809"
561652,"CompanyRegistrationNumber","United Kingdom","Companies House","01588964"
12952781,"CompanyRegistrationNumber","United Kingdom","Companies House","07554978"
12121575,"CompanyRegistrationNumber","United Kingdom","Companies House","07845214"
2449599,"CompanyRegistrationNumber","United Kingdom","Companies House","07564406"
13617172,"CompanyRegistrationNumber","United Kingdom","Companies House","08665660"
13551277,"CompanyRegistrationNumber","United Kingdom","Companies House","08597628"
2870248,"CompanyRegistrationNumber","United Kingdom","Companies House","08017863"
1651303,"CompanyRegistrationNumber","United Kingdom","Companies House","06168725"
672961,"CompanyRegistrationNumber","United Kingdom","Companies House","02477099"
3222071,"CompanyRegistrationNumber","United Kingdom","Companies House","SP1301RS"
4333299,"CompanyRegistrationNumber","United Kingdom","Companies House","OC376645"
13884292,"CompanyRegistrationNumber","","","423-763-4355"
1845096,"CompanyRegistrationNumber","United Kingdom","Companies House","06616606"
12948338,"CompanyRegistrationNumber","United Kingdom","Companies House","08460047"
3484661,"CompanyRegistrationNumber","United Kingdom","Companies House","05865332"
1829642,"CompanyRegistrationNumber","United Kingdom","Companies House","06583209"
3503027,"CompanyRegistrationNumber","United Kingdom","Companies House","04476558"
761798,"CompanyRegistrationNumber","United Kingdom","Companies House","03020224"
1831419,"CompanyRegistrationNumber","United Kingdom","Companies House","06587013"
11252252,"CompanyRegistrationNumber","United Kingdom","Companies House","08466584"
12335772,"CompanyRegistrationNumber","United Kingdom","Companies House","08556755"
8849064,"CompanyRegistrationNumber","","","HRB 245346"
4754909,"CompanyRegistrationNumber","United Kingdom","Companies House","08282132"
815602,"CompanyRegistrationNumber","United Kingdom","Companies House","03301225"
2511860,"CompanyRegistrationNumber","United Kingdom","Companies House","07633101"
4897264,"CompanyRegistrationNumber","United Kingdom","Companies House","08330269"
1462529,"CompanyRegistrationNumber","United Kingdom","Companies House","05626404"
2739959,"CompanyRegistrationNumber","United Kingdom","Companies House","07880917"
2480354,"CompanyRegistrationNumber","United Kingdom","Companies House","07598368"
1184527,"CompanyRegistrationNumber","United Kingdom","Companies House","04738126"
8008856,"CompanyRegistrationNumber","","","HRA 31854"
8008856,"CompanyRegistrationNumber","","","HRB 31820"
2217515,"CompanyRegistrationNumber","United Kingdom","Companies House","07268641"
2567351,"CompanyRegistrationNumber","United Kingdom","Companies House","07693991"
1692625,"CompanyRegistrationNumber","United Kingdom","Companies House","06274018"
1148754,"CompanyRegistrationNumber","United Kingdom","Companies House","04635858"
4326349,"CompanyRegistrationNumber","United Kingdom","Companies House","08157067"
3127654,"CompanyRegistrationNumber","United Kingdom","Companies House","SC302416"
2144577,"CompanyRegistrationNumber","United Kingdom","Companies House","07162689"
4731297,"CompanyRegistrationNumber","United Kingdom","Companies House","08257102"
1897600,"CompanyRegistrationNumber","United Kingdom","Companies House","06726502"
2884707,"CompanyRegistrationNumber","United Kingdom","Companies House","08032700"
4767103,"CompanyRegistrationNumber","United Kingdom","Companies House","02194192"
1537575,"CompanyRegistrationNumber","United Kingdom","Companies House","05850430"
1408780,"CompanyRegistrationNumber","United Kingdom","Companies House","05459953"
2480165,"CompanyRegistrationNumber","United Kingdom","Companies House","07598164"
2598318,"CompanyRegistrationNumber","United Kingdom","Companies House","07727847"
2116705,"CompanyRegistrationNumber","United Kingdom","Companies House","07118590"
1976373,"CompanyRegistrationNumber","United Kingdom","Companies House","06874734"
2224174,"CompanyRegistrationNumber","United Kingdom","Companies House","07278355"
1788676,"CompanyRegistrationNumber","United Kingdom","Companies House","06498448"
1862186,"CompanyRegistrationNumber","United Kingdom","Companies House","06652800"
1480221,"CompanyRegistrationNumber","United Kingdom","Companies House","05678805"
13608899,"CompanyRegistrationNumber","United Kingdom","Companies House","08657089"
14057698,"CompanyRegistrationNumber","","","24301595"
9566410,"CompanyRegistrationNumber","United Kingdom","Companies House","08393315"
582190,"CompanyRegistrationNumber","United Kingdom","Companies House","01769101"
579141,"CompanyRegistrationNumber","United Kingdom","Companies House","01741617"
4518661,"CompanyRegistrationNumber","","","2096061"
2200571,"CompanyRegistrationNumber","United Kingdom","Companies House","07244051"
3613730,"CompanyRegistrationNumber","United Kingdom","Companies House","02807481"
12162426,"CompanyRegistrationNumber","United Kingdom","Companies House","OC384938"
1737337,"CompanyRegistrationNumber","United Kingdom","Companies House","06383811"
3240292,"CompanyRegistrationNumber","United Kingdom","Companies House","07910348"
5727150,"CompanyRegistrationNumber","","","437990"
5063570,"CompanyRegistrationNumber","","","44 100 255 623"
5063570,"CompanyRegistrationNumber","United Kingdom","Companies House","02997019"
2931386,"CompanyRegistrationNumber","United Kingdom","Companies House","08080462"
888250,"CompanyRegistrationNumber","United Kingdom","Companies House","03666780"
3163655,"CompanyRegistrationNumber","United Kingdom","Companies House","SC372155"
130476,"CompanyRegistrationNumber","","","432431"
130476,"CompanyRegistrationNumber","United Kingdom","Companies House","05332327"
9762,"CompanyRegistrationNumber","United Kingdom","Companies House","07910091"
2455321,"CompanyRegistrationNumber","United Kingdom","Companies House","07570745"
4458031,"CompanyRegistrationNumber","United Kingdom","Companies House","08180541"
4195145,"CompanyRegistrationNumber","United Kingdom","Companies House","08100457"
12456805,"CompanyRegistrationNumber","","","0 475.427.484"
1071986,"CompanyRegistrationNumber","United Kingdom","Companies House","04404602"
659960,"CompanyRegistrationNumber","United Kingdom","Companies House","02379191"
3257717,"CompanyRegistrationNumber","United Kingdom","Companies House","SC390305"
2742978,"CompanyRegistrationNumber","United Kingdom","Companies House","07884126"
2753240,"CompanyRegistrationNumber","United Kingdom","Companies House","07895101"
3137641,"CompanyRegistrationNumber","United Kingdom","Companies House","SC323994"
2697374,"CompanyRegistrationNumber","United Kingdom","Companies House","07835296"
727736,"CompanyRegistrationNumber","United Kingdom","Companies House","02829788"
4904464,"CompanyRegistrationNumber","United Kingdom","Companies House","08337737"
443961,"CompanyRegistrationNumber","United Kingdom","Companies House","00266669"
13629902,"CompanyRegistrationNumber","United Kingdom","Companies House","SC456370"
809241,"CompanyRegistrationNumber","United Kingdom","Companies House","03270088"
1080137,"CompanyRegistrationNumber","United Kingdom","Companies House","04431486"
128716,"CompanyRegistrationNumber","United Kingdom","Companies House","05002441"
9595909,"CompanyRegistrationNumber","United Kingdom","Companies House","08424073"
1317232,"CompanyRegistrationNumber","United Kingdom","Companies House","05171641"
640057,"CompanyRegistrationNumber","United Kingdom","Companies House","02229773"
3625811,"CompanyRegistrationNumber","United Kingdom","Companies House","03109664"
4796582,"CompanyRegistrationNumber","United Kingdom","Companies House","08289798"
12159567,"CompanyRegistrationNumber","United Kingdom","Companies House","08550423"
2484556,"CompanyRegistrationNumber","United Kingdom","Companies House","07603010"
7634992,"CompanyRegistrationNumber","","","HRB 7140"
